OTU_id	CM30c60-A	CM30c37-L	CM30c28-N	CM30c28-P	CM30c60-B	Plot04-A	Plot08-I	CM30b58-C	CM30c30-L	CM30b60-M	Plot03-N	LB5-A	CM30c53-I	CM30c62-D	Plot07-N	CM30c37-E	Plot07-M	Plot05-I	CM30c39-A	LB1-E	CM30c30-N	CM30c62-M	CM30d12-L	Plot03-H	CM30c44-B	CM30c39-E	LB1-A	CM30c51-H	Plot08-O	CM30c35-D	CM30b60-E	CM30c-O	CM30c46-O	CM30b51-B	CM30b58-I	CM30d12-H	LB5-I	CM30c44-C	CM30d3-D	CM30d3-L	CM30c51-I	CM31a5-B	Plot05-N	Plot01-B	CM31a5-A	Plot04-N	CM30c53-B	CM30c35-B	Plot06-N	Plot06-I	Plot02-C	Plot01-L	CM30c46-D	Plot02-M	CM30c-P	CM30b51-M
M01895_13_000000000-ABYEE_1_1105_16899_5719|gene_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1104_5709_24197|gene_ITS	0	0	0	0	0	0	0	0	7	0	0	12	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1112_22151_6269|gene_ITS	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1107_18141_20399|gene_ITS	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	2	0	0	5	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1106_14569_13054|gene_ITS	1	0	0	2	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	13	0	9	0	0	0	0	0	1	0	0	0	0
M01895_13_000000000-ABYEE_1_1102_5044_8347|gene_ITS	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	6	4	0	0	0	0	0	0	0	1
M01895_13_000000000-ABYEE_1_1102_27881_10910|gene_ITS	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1111_5197_7591|gene_ITS	0	0	1	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1105_19694_24416|gene_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1106_12240_3015|gene_ITS	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2110_18412_4083|gene_ITS	0	0	0	2	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1102_21147_3101|gene_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1110_13772_20873|gene_ITS	0	1	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1108_25712_23382|gene_ITS	0	7	11	2	0	0	0	1	0	0	1	0	0	0	0	7	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	3	7	0	3	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1105_27724_18585|gene_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2110_25946_13665|gene_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1103_20162_15636|gene_ITS	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	1	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2105_5161_19384|gene_ITS	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	3	0	4	0	0	0	0	0	0	0	0	1	0	0	3	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_16276_15282|gene_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1103_27208_9582|gene_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1113_6916_15838|gene_ITS	0	0	1	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	23	0	0	1	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1108_10108_6017|gene_ITS	0	0	6	0	0	0	4	0	0	0	0	0	0	0	0	0	0	7	0	0	0	24	0	0	0	0	1	0	2	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1102_19466_7625|gene_ITS	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0
M01895_13_000000000-ABYEE_1_2103_11121_28532|gene_ITS	0	1	0	0	6	14	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1103_4156_18170|gene_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1109_4097_18270|gene_ITS	0	0	0	0	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2114_12273_6222|gene_ITS	1	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	1	0	1	0	0	0	0	8	0	0	0	0	2	0	0	0	0	0	1	0	0	4	0
M01895_13_000000000-ABYEE_1_1111_21588_14169|gene_ITS	0	0	0	0	0	5	0	0	0	0	14	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1102_24259_13765|gene_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	15	0
M01895_13_000000000-ABYEE_1_1103_6367_14188|gene_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1102_2697_18458|gene_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1107_9974_16096|gene_ITS	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1106_16722_16679|gene_ITS	0	0	11	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1103_22560_4491|gene_ITS	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1102_14429_13541|gene_ITS	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	12	0	0	0	1	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_26263_19200|gene_ITS	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_7887_13222|gene_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
M01895_13_000000000-ABYEE_1_1101_13748_8588|gene_ITS	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2103_19787_15425|gene_ITS	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	2	0	0	2	0	0	0	0	1	0	0	0	0	0	2	0
M01895_13_000000000-ABYEE_1_1105_20090_14865|gene_ITS	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_25167_16748|gene_ITS	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1103_22033_9186|gene_ITS	0	0	0	34	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1104_9093_7185|gene_ITS	0	0	0	0	0	2	0	25	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1107_4212_9303|gene_ITS	0	0	4	3	6	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2108_14684_20960|gene_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1	0	0	2	0	1	7	3	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_23714_12707|gene_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1108_17660_24733|gene_ITS	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1103_21182_6557|gene_ITS	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1104_3045_11358|gene_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1110_7276_25804|gene_ITS	0	0	0	0	0	0	0	9	0	0	0	0	0	2	0	0	0	13	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
M01895_13_000000000-ABYEE_1_1111_13146_4396|gene_ITS	0	0	0	0	14	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	2	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1102_15417_8059|gene_ITS	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
M01895_13_000000000-ABYEE_1_1101_21144_5766|gene_ITS	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1102_9806_3934|gene_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1104_18421_11486|gene_ITS	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	15	0	0	0	0	0	2	0	0	0	0	12	4	0	0	0	0	0	0	0	0	4	8	0	0	0	0	6	0	0	2	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1103_28272_10333|gene_ITS	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2106_24157_8456|gene_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1105_21783_14018|gene_ITS	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	11	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	2	0	3	2	0	2	0	0	2	1	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1102_13339_3917|gene_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1102_18801_27066|gene_ITS	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1106_23882_21068|gene_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	9	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1102_17853_20412|gene_ITS	0	5	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2114_20605_9705|gene_ITS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1106_3417_11091|gene_ITS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	13	21	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1102_11404_12057|gene_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2114_6349_8858|gene_ITS	0	0	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1109_8096_20454|gene_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	3	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1104_7414_5809|gene_ITS	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	225	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	0	0	17	0	0	0	0	0	54	0	0
M01895_13_000000000-ABYEE_1_1103_18327_27732|gene_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1107_10164_19095|gene_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1107_4373_12221|gene_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1111_22220_11794|gene_ITS	1	0	0	0	1	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
M01895_13_000000000-ABYEE_1_2113_9357_12570|gene_ITS	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1108_22186_18410|gene_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	1	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1106_5310_10773|gene_ITS	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1106_21043_11002|gene_ITS	0	0	0	0	0	32	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_17512_19135|gene_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1106_9522_18261|gene_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	16	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1105_5802_20707|gene_ITS	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1113_7593_17178|gene_ITS	0	0	1	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
M01895_13_000000000-ABYEE_1_1101_27362_21529|gene_ITS	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1103_17114_22480|gene_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1102_24387_8795|gene_ITS	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	3	0	3	0	0
M01895_13_000000000-ABYEE_1_1102_11280_16345|gene_ITS	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	10	0	0	0	0	0	4	0	0	0	0	0	12	0	0	12	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1113_14298_10348|gene_ITS	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_17465_14787|gene_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2105_16608_3603|gene_ITS	0	0	0	0	2	2	0	0	0	5	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1102_21382_9205|gene_ITS	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1104_23296_22209|gene_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_25453_13498|gene_ITS	0	0	6	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
M01895_13_000000000-ABYEE_1_1101_10530_12344|gene_ITS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1102_5948_16766|gene_ITS	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	17	0	0	19	0	0	0	0	0	0	0	0	0	0
