CM30c28	CM30c62	Plot07	LB1	Plot05	CM30c39	Plot01	CM30c53	CM31a5	CM30c46	CM30c	CM30d3	CM30c44	CM30c37	CM30c51	CM30d12	Plot03	CM30b58	CM30b60	Plot04	CM30c60	CM30b51	Plot08	LB5	CM30c30	Plot06	Plot02	CM30c35
M00598_54_000000000-ABCWN_1_1101_18538_2554|gene_16S	0	0	0	0	0	6	914	0	0	0	0	0	55	3	2	0	0	5	0	111	1	5	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1101_10750_14679|gene_16S	70	42	2	3	77	1	4	32	69	10	333	2	0	11	49	26	88	87	7	48	29	46	30	2	2	6	39	17
M00598_54_000000000-ABCWN_1_1111_28408_9767|gene_16S	200	25	0	78	0	4	24	452	163	106	147	16	0	4	3	85	23	66	5	100	13	48	40	121	71	1	5	0
M00598_54_000000000-ABCWN_1_1101_12268_4791|gene_16S	19	0	0	0	4	0	946	0	3	0	0	0	0	2	8	3	0	0	0	1	0	4	0	0	0	1	0	0
M00598_54_000000000-ABCWN_1_1107_27745_9355|gene_16S	86	44	113	84	67	189	5	6	103	47	106	30	16	131	166	134	68	38	143	67	51	111	144	184	137	46	63	45
M00598_54_000000000-ABCWN_1_1101_6302_8655|gene_16S	1	0	415	14	6	570	13	0	0	0	1	41	259	17	10	16	0	260	493	102	2	85	2	9	0	57	0	2
M00598_54_000000000-ABCWN_1_1101_19081_5659|gene_16S	0	2	224	10	131	138	80	1	0	5	7	19	440	127	50	21	31	161	311	143	17	94	0	0	0	179	36	125
M00598_54_000000000-ABCWN_1_1105_11716_6538|gene_16S	752	117	0	9	85	5	2	591	609	40	2000	3	0	32	11	62	142	148	7	88	32	197	29	21	214	11	57	25
M00598_54_000000000-ABCWN_1_1114_15025_22167|gene_16S	24	25	60	87	79	89	0	22	70	64	7	54	0	78	3	58	29	33	35	15	4	35	134	123	57	31	24	37
M00598_54_000000000-ABCWN_1_1103_9745_14925|gene_16S	17	83	101	90	101	992	15	7	101	66	212	95	38	176	148	303	111	122	238	4	67	27	193	33	9	72	397	15
M00598_54_000000000-ABCWN_1_1101_13326_7653|gene_16S	75	2	0	94	19	37	0	96	47	127	49	10	0	1	1	112	11	31	0	41	5	34	54	133	37	15	1	0
M00598_54_000000000-ABCWN_1_1102_14461_18206|gene_16S	10	64	3	39	35	5	5	16	10	126	25	11	2	190	5	58	279	48	73	26	0	52	4	27	9	13	105	77
M00598_54_000000000-ABCWN_1_1102_16346_3513|gene_16S	0	0	108	0	127	104	4	0	0	0	6	0	296	153	9	8	31	93	225	1	89	25	0	0	0	28	1	36
M00598_54_000000000-ABCWN_1_1106_9235_5600|gene_16S	21	21	82	205	75	127	116	24	83	67	27	143	157	144	105	91	26	172	295	154	19	182	106	263	91	95	34	36
M00598_54_000000000-ABCWN_1_2116_19658_8195|gene_16S	13	38	0	50	6	3	1	25	47	6	422	43	1	5	1	11	20	30	0	39	2	23	1	22	4	3	7	6
M00598_54_000000000-ABCWN_1_1109_14040_13510|gene_16S	1	15	0	2	2	8	387	21	0	0	0	15	63	7	17	4	10	44	129	1173	2	62	1	50	0	12	1	0
M00598_54_000000000-ABCWN_1_2106_16895_4878|gene_16S	43	16	36	173	151	257	1	30	260	55	27	149	29	164	69	296	24	37	13	62	15	85	926	127	17	115	28	125
M00598_54_000000000-ABCWN_1_1105_14551_14191|gene_16S	92	98	125	66	170	123	0	24	178	75	236	36	44	129	46	105	62	114	62	44	44	160	127	218	46	74	301	73
M00598_54_000000000-ABCWN_1_1104_4385_10371|gene_16S	0	3	4	9	5	368	48	3	2	2	6	26	87	3	5	16	3	11	77	114	3	32	3	91	2	13	3	8
M00598_54_000000000-ABCWN_1_1119_5281_12961|gene_16S	1	3	62	10	30	56	80	12	1	0	1	28	328	35	148	43	8	71	237	285	38	67	0	5	0	85	20	11
M00598_54_000000000-ABCWN_1_1113_13404_18557|gene_16S	1	0	75	2	8	96	17	1	0	0	0	14	65	20	41	17	38	48	106	141	1	23	0	0	1	97	7	0
M00598_54_000000000-ABCWN_1_2114_10453_3611|gene_16S	287	7	0	5	31	14	856	5	31	52	7	23	21	50	226	40	58	127	41	219	50	38	0	15	0	28	39	1
M00598_54_000000000-ABCWN_1_1101_11410_11362|gene_16S	298	273	40	327	265	167	88	418	1309	424	1164	164	15	136	47	305	116	239	98	205	79	340	281	285	146	70	180	52
M00598_54_000000000-ABCWN_1_1119_20660_4594|gene_16S	49	143	146	173	377	283	14	11	119	41	37	152	115	183	252	92	159	93	208	1	168	129	417	215	18	22	76	62
M00598_54_000000000-ABCWN_1_2118_16008_15751|gene_16S	4	13	25	70	49	31	35	21	10	10	8	95	14	93	49	48	40	105	63	164	18	128	34	34	5	42	19	68
M00598_54_000000000-ABCWN_1_1103_14486_11879|gene_16S	0	128	54	26	213	113	1	5	33	154	96	20	7	118	48	57	177	34	63	0	29	6	181	3	0	3	202	108
M00598_54_000000000-ABCWN_1_1104_21210_4564|gene_16S	5	27	37	86	35	45	71	13	127	104	82	85	25	23	34	88	13	38	67	92	14	41	45	84	7	29	27	2
M00598_54_000000000-ABCWN_1_1108_16554_8498|gene_16S	0	0	50	1	6	52	64	0	0	0	0	11	105	44	148	9	4	14	167	18	5	9	0	0	0	9	0	0
M00598_54_000000000-ABCWN_1_1102_11011_5539|gene_16S	360	10	223	19	65	76	0	32	14	70	12	5	19	121	7	12	8	54	66	27	8	143	41	42	164	35	66	65
M00598_54_000000000-ABCWN_1_1104_18961_22704|gene_16S	61	27	17	38	48	66	1	5	93	61	79	28	0	14	1	52	11	32	9	9	16	21	43	58	27	4	65	7
M00598_54_000000000-ABCWN_1_1101_24555_16382|gene_16S	0	7	122	23	8	70	52	4	1	12	4	14	43	90	1	5	6	59	22	5	1	7	8	19	1	24	15	97
M00598_54_000000000-ABCWN_1_1103_11471_16200|gene_16S	210	92	33	75	51	36	331	175	170	47	544	20	71	48	46	115	52	126	92	212	31	84	40	36	116	70	36	12
M00598_54_000000000-ABCWN_1_1101_17002_12343|gene_16S	99	16	5	123	26	7	3	145	74	257	72	23	0	19	9	76	27	61	1	26	5	60	37	148	103	6	20	14
M00598_54_000000000-ABCWN_1_1101_12987_9577|gene_16S	0	0	0	7	0	0	0	0	0	619	0	0	0	0	0	0	0	0	0	0	0	0	0	18	36	0	0	0
M00598_54_000000000-ABCWN_1_1101_7773_7948|gene_16S	6	18	131	39	103	46	310	25	240	36	27	58	213	111	129	34	18	109	220	139	29	116	1	27	3	121	25	8
M00598_54_000000000-ABCWN_1_1101_21135_5283|gene_16S	0	20	16	17	23	64	10	5	35	8	53	31	8	38	17	82	20	47	41	49	14	23	111	25	3	62	36	12
M00598_54_000000000-ABCWN_1_1104_6564_15624|gene_16S	0	0	44	56	12	58	30	13	0	23	19	223	45	52	11	41	7	101	87	178	0	118	20	26	2	42	6	7
M00598_54_000000000-ABCWN_1_1109_10204_7729|gene_16S	34	13	64	15	94	36	0	8	170	99	6	14	0	77	2	7	10	31	2	9	28	68	63	36	1	52	7	58
M00598_54_000000000-ABCWN_1_1101_22687_4216|gene_16S	34	62	239	7	253	102	84	6	29	8	15	5	61	93	90	49	31	155	102	63	56	89	4	2	34	154	95	31
M00598_54_000000000-ABCWN_1_1117_24339_16431|gene_16S	2	0	24	4	58	119	88	0	15	1	1	4	110	56	483	5	1	18	94	0	10	6	3	1	0	5	3	12
M00598_54_000000000-ABCWN_1_1101_15708_9640|gene_16S	3	6	56	7	41	25	12	3	10	6	9	46	81	82	116	9	8	38	19	46	11	20	9	1	2	48	10	50
M00598_54_000000000-ABCWN_1_1103_16626_11415|gene_16S	0	0	145	3	12	114	54	2	0	1	0	21	116	157	102	17	3	94	68	127	13	68	3	7	0	246	2	15
M00598_54_000000000-ABCWN_1_2111_24582_11941|gene_16S	6	20	59	45	51	78	179	11	151	36	60	78	89	56	57	43	42	91	205	293	11	93	37	58	6	32	13	19
M00598_54_000000000-ABCWN_1_1112_26122_6759|gene_16S	0	0	22	0	0	192	0	0	0	0	0	0	149	0	0	0	0	0	272	0	0	0	0	0	0	3	0	0
M00598_54_000000000-ABCWN_1_1107_23894_22331|gene_16S	2	0	104	27	0	658	2	0	0	0	63	18	7	27	33	95	2	0	163	0	11	0	11	83	0	5	21	0
M00598_54_000000000-ABCWN_1_2114_11487_16990|gene_16S	2	23	26	35	36	15	61	17	57	49	76	51	11	50	42	38	37	46	76	86	12	53	33	51	3	32	19	5
M00598_54_000000000-ABCWN_1_2105_27210_10412|gene_16S	1	1	53	0	6	428	0	0	3	0	49	4	9	26	31	28	15	4	69	0	71	0	51	0	0	27	144	0
M00598_54_000000000-ABCWN_1_1106_22645_14890|gene_16S	6	2	44	25	75	495	145	8	16	5	45	43	66	91	51	135	38	90	175	243	48	44	47	3	2	87	15	4
M00598_54_000000000-ABCWN_1_1102_23398_14981|gene_16S	398	34	71	64	90	77	43	449	379	528	93	24	53	96	142	197	57	88	36	81	53	187	134	203	176	137	23	38
M00598_54_000000000-ABCWN_1_1101_20074_14220|gene_16S	281	23	0	48	16	25	3	189	63	28	202	27	1	34	10	26	47	47	16	27	82	12	54	89	155	14	12	6
M00598_54_000000000-ABCWN_1_1116_24599_14927|gene_16S	79	57	14	50	81	26	20	95	56	164	105	55	6	44	24	54	55	74	25	41	22	24	54	30	28	44	57	20
M00598_54_000000000-ABCWN_1_1106_21823_8702|gene_16S	1	0	88	0	2	90	0	0	1	0	7	20	1	75	128	3	0	25	66	10	7	6	0	0	0	74	0	0
M00598_54_000000000-ABCWN_1_1112_22752_13578|gene_16S	0	38	7	10	25	72	6	0	8	12	94	31	5	25	14	62	24	32	36	16	33	9	63	3	0	6	91	1
M00598_54_000000000-ABCWN_1_1112_6660_6855|gene_16S	29	54	31	117	98	66	13	18	267	66	159	144	14	164	62	59	67	106	34	19	32	86	143	108	31	63	76	93
M00598_54_000000000-ABCWN_1_1101_28647_14048|gene_16S	0	1	71	53	83	38	64	3	11	30	23	70	38	74	78	26	7	64	54	22	15	37	15	44	0	49	9	13
M00598_54_000000000-ABCWN_1_2108_11060_15686|gene_16S	117	50	84	398	136	90	88	209	228	371	108	171	37	134	98	383	92	183	73	108	85	154	173	374	175	126	21	40
M00598_54_000000000-ABCWN_1_1101_12842_6984|gene_16S	88	17	85	191	70	93	99	76	323	201	92	99	75	85	76	136	50	99	198	325	35	138	78	156	65	70	47	35
M00598_54_000000000-ABCWN_1_1109_26219_4450|gene_16S	23	3	31	44	9	8	10	22	111	13	17	45	0	82	30	69	7	24	6	30	1	90	22	23	11	12	9	2
M00598_54_000000000-ABCWN_1_2118_10123_3179|gene_16S	54	10	19	20	8	10	2	48	22	5	1160	8	0	8	3	19	87	13	13	35	5	25	6	29	28	19	13	0
M00598_54_000000000-ABCWN_1_2113_24136_20854|gene_16S	10	21	40	49	36	57	71	12	106	35	137	105	72	36	37	34	22	141	204	214	6	75	14	44	12	34	6	1
M00598_54_000000000-ABCWN_1_1107_18013_8618|gene_16S	9	89	69	72	72	267	3	10	138	90	82	50	104	131	96	111	88	46	197	6	46	45	189	66	23	43	127	61
M00598_54_000000000-ABCWN_1_1101_6196_6360|gene_16S	347	96	3	27	77	0	0	68	104	38	43	9	1	67	13	3	87	32	0	89	2	47	35	44	103	3	66	94
M00598_54_000000000-ABCWN_1_1105_20363_6738|gene_16S	79	57	1	15	12	20	0	120	75	8	141	4	0	15	4	15	43	9	2	20	23	16	29	10	44	8	6	4
M00598_54_000000000-ABCWN_1_1106_25414_8809|gene_16S	15	2	0	5	1	3	17	73	409	3	22	3	0	4	5	13	7	9	2	4	0	196	6	15	2	3	3	6
M00598_54_000000000-ABCWN_1_1104_21299_3376|gene_16S	104	31	8	57	42	51	0	110	56	133	38	29	0	30	13	36	40	17	16	47	28	53	253	173	82	21	17	20
M00598_54_000000000-ABCWN_1_1103_16373_13159|gene_16S	4	89	142	66	114	297	31	2	70	16	188	88	73	148	133	161	42	116	301	56	66	56	120	48	7	132	144	32
M00598_54_000000000-ABCWN_1_1106_17357_22758|gene_16S	113	10	5	128	27	47	3	29	207	246	834	12	3	8	8	143	45	27	24	35	20	60	118	206	88	15	26	4
M00598_54_000000000-ABCWN_1_2119_16240_7835|gene_16S	4	12	17	97	19	6	10	8	16	2	7	117	19	73	10	26	12	85	13	60	10	33	12	4	9	86	7	23
M00598_54_000000000-ABCWN_1_1101_26354_10919|gene_16S	1	21	150	19	56	54	64	1	140	0	20	48	276	122	104	49	42	124	234	4	14	114	55	7	0	153	26	17
M00598_54_000000000-ABCWN_1_2119_24872_6309|gene_16S	0	23	138	1	163	111	150	2	73	3	46	16	58	57	114	48	24	60	74	33	26	41	44	17	0	249	27	6
M00598_54_000000000-ABCWN_1_1109_17506_16294|gene_16S	8	12	5	21	15	12	64	19	50	31	3	63	25	28	3	31	8	47	42	385	4	65	8	53	0	13	6	6
M00598_54_000000000-ABCWN_1_1103_11281_6621|gene_16S	0	0	100	3	19	21	0	0	0	0	9	12	50	62	19	4	21	29	219	0	18	2	0	0	0	28	6	0
M00598_54_000000000-ABCWN_1_2103_8355_18991|gene_16S	52	19	29	98	70	61	53	52	120	118	65	79	14	62	67	90	32	119	50	125	28	87	91	80	27	47	120	19
M00598_54_000000000-ABCWN_1_1103_17813_5082|gene_16S	3	11	55	43	65	37	5	5	130	65	29	24	13	37	15	39	20	31	30	34	6	59	40	82	18	42	16	19
M00598_54_000000000-ABCWN_1_1116_7549_11303|gene_16S	14	14	1	63	56	14	1	22	124	87	59	17	0	22	68	48	21	42	3	9	4	24	19	50	18	20	3	15
M00598_54_000000000-ABCWN_1_1109_10562_14038|gene_16S	8	2	2	4	4	2	45	12	85	0	7	20	9	113	44	86	7	10	11	173	2	44	27	3	1	5	41	2
M00598_54_000000000-ABCWN_1_1102_25320_19350|gene_16S	74	123	5	62	94	37	11	157	150	69	338	53	6	138	22	44	44	64	14	18	28	41	82	21	32	31	232	93
M00598_54_000000000-ABCWN_1_1102_12162_6078|gene_16S	11	48	17	60	72	21	56	1	168	31	61	80	4	37	7	22	37	65	17	55	6	77	54	48	10	33	17	21
M00598_54_000000000-ABCWN_1_1101_19008_1789|gene_16S	284	0	1	1	2	0	2	16	0	0	2	0	1	0	0	0	0	0	1	0	0	2	1	0	159	0	0	0
M00598_54_000000000-ABCWN_1_1114_19023_3917|gene_16S	1	1	147	2	7	122	9	0	0	0	2	20	288	55	33	3	0	66	150	69	1	62	1	2	0	134	0	5
M00598_54_000000000-ABCWN_1_1115_11751_5805|gene_16S	9	5	48	34	8	49	150	12	6	6	3	50	190	19	40	13	8	157	93	461	3	158	0	44	7	106	1	10
M00598_54_000000000-ABCWN_1_2107_22947_11698|gene_16S	26	37	15	47	37	5	103	47	41	6	54	75	15	49	36	28	29	54	38	211	8	56	23	33	5	39	10	14
M00598_54_000000000-ABCWN_1_2110_13237_9654|gene_16S	77	33	23	111	69	80	34	130	122	229	86	48	8	63	66	272	74	73	35	65	71	72	171	212	144	29	46	20
M00598_54_000000000-ABCWN_1_1101_12289_12215|gene_16S	4	2	52	187	51	31	0	7	15	59	66	258	7	52	20	58	20	29	22	2	12	11	26	51	4	35	22	23
M00598_54_000000000-ABCWN_1_1101_24736_13368|gene_16S	169	4	82	175	21	78	17	121	22	80	72	80	40	30	23	42	3	50	90	52	59	32	19	265	173	17	2	0
M00598_54_000000000-ABCWN_1_2110_24828_4085|gene_16S	0	0	6	0	76	5	38	0	0	1	0	4	54	0	2	0	1	42	206	221	2	49	0	5	0	0	0	0
M00598_54_000000000-ABCWN_1_1101_8892_14679|gene_16S	17	27	18	160	53	29	4	68	592	228	66	47	18	13	24	58	14	36	20	36	9	85	27	302	91	6	9	2
M00598_54_000000000-ABCWN_1_1101_11092_21081|gene_16S	0	0	16	13	0	176	6	0	11	1	3	6	35	26	94	68	3	0	235	0	31	1	11	12	3	0	2	9
M00598_54_000000000-ABCWN_1_1115_20759_12166|gene_16S	36	42	121	154	180	273	158	40	108	204	96	157	81	257	120	207	78	162	238	69	62	88	197	157	43	181	130	94
M00598_54_000000000-ABCWN_1_1115_15871_19470|gene_16S	5	73	82	163	72	66	2	18	71	410	158	34	2	33	4	97	22	54	6	19	5	51	208	331	128	25	49	50
M00598_54_000000000-ABCWN_1_1109_20644_11817|gene_16S	0	2	67	19	42	42	3	0	141	22	32	24	12	45	29	32	17	37	14	5	9	37	59	96	0	38	34	9
M00598_54_000000000-ABCWN_1_2106_28215_15525|gene_16S	3	0	6	0	41	37	0	0	474	153	0	0	2	175	23	0	2	2	1	0	0	247	0	0	0	3	0	0
M00598_54_000000000-ABCWN_1_1101_10976_19026|gene_16S	0	0	195	2	1	127	3	0	0	0	0	22	178	7	3	3	0	59	119	2	0	70	0	2	0	56	0	0
M00598_54_000000000-ABCWN_1_1101_19828_9149|gene_16S	38	20	144	92	81	74	1	0	204	100	33	21	64	111	45	29	63	67	88	27	12	124	85	209	51	129	12	49
M00598_54_000000000-ABCWN_1_1105_10205_14571|gene_16S	7	37	32	69	22	54	119	13	46	21	26	138	25	31	73	73	15	45	125	115	10	38	20	43	1	17	5	4
M00598_54_000000000-ABCWN_1_1104_12318_5014|gene_16S	0	0	14	0	0	101	93	0	0	0	0	70	64	5	97	1	0	14	76	129	0	29	0	9	0	10	0	0
M00598_54_000000000-ABCWN_1_1117_19006_21714|gene_16S	0	7	1	0	2	11	332	13	0	0	0	1	66	5	29	0	0	55	6	252	3	81	0	3	1	17	0	0
M00598_54_000000000-ABCWN_1_1101_14432_3338|gene_16S	0	0	51	0	4	36	20	0	0	0	2	11	81	35	26	3	2	33	132	5	11	10	0	0	0	40	2	2
M00598_54_000000000-ABCWN_1_1108_12041_21772|gene_16S	0	6	19	3	8	24	365	15	2	1	4	17	357	18	30	1	0	39	132	711	10	68	1	11	0	27	3	1
M00598_54_000000000-ABCWN_1_1102_24481_20047|gene_16S	183	3	13	69	38	18	22	32	167	229	9	29	6	26	13	89	36	47	22	61	12	79	19	295	139	27	14	16
M00598_54_000000000-ABCWN_1_1105_5300_8313|gene_16S	0	11	65	30	50	97	303	19	16	2	23	76	421	24	187	14	25	85	255	513	9	99	4	44	0	37	4	1
M00598_54_000000000-ABCWN_1_1109_15723_11464|gene_16S	3	13	83	16	35	101	253	6	4	8	17	63	88	121	135	13	16	101	248	161	20	72	8	3	0	130	2	12
M00598_54_000000000-ABCWN_1_2109_11298_10589|gene_16S	54	17	10	7	18	25	7	4	53	21	223	7	4	13	10	58	69	4	12	18	7	13	48	15	17	6	29	2
M00598_54_000000000-ABCWN_1_1101_23569_7819|gene_16S	2	1	3	0	2	5	941	0	0	1	3	0	44	2	10	1	0	15	30	53	1	26	1	0	0	12	0	0
M00598_54_000000000-ABCWN_1_1105_16205_2765|gene_16S	0	0	95	0	0	165	69	0	0	0	0	2	86	4	7	6	0	48	99	33	2	66	0	0	0	12	0	0
M00598_54_000000000-ABCWN_1_1108_19704_7522|gene_16S	68	20	0	101	25	23	0	101	20	325	35	30	0	8	0	26	14	44	0	16	3	9	20	83	53	3	13	11
M00598_54_000000000-ABCWN_1_1101_8657_9075|gene_16S	0	1	50	0	22	25	114	1	0	1	8	10	44	20	83	10	12	54	73	14	17	36	4	0	0	42	1	5
M00598_54_000000000-ABCWN_1_1101_11778_19629|gene_16S	1	1	16	31	9	38	177	10	0	1	4	84	62	35	40	7	2	62	82	242	11	40	1	13	0	29	1	13
M00598_54_000000000-ABCWN_1_1101_11480_7441|gene_16S	80	10	0	17	5	0	3	38	262	24	62	1	0	20	1	17	8	11	0	5	6	50	5	57	25	2	6	12
M00598_54_000000000-ABCWN_1_1110_25291_15308|gene_16S	1	1	24	6	38	22	47	1	1	3	1	9	103	71	29	7	11	94	163	42	4	14	1	4	0	49	8	0
M00598_54_000000000-ABCWN_1_1109_21519_18584|gene_16S	26	18	67	52	77	69	154	49	212	104	62	46	62	52	114	74	23	76	233	138	11	102	50	95	20	132	14	19
M00598_54_000000000-ABCWN_1_1102_1969_12209|gene_16S	0	0	5	0	2	5	407	0	0	0	0	1	56	3	46	0	0	42	44	70	1	49	0	0	0	6	0	1
M00598_54_000000000-ABCWN_1_1119_26124_16320|gene_16S	5	11	5	30	11	18	50	45	4	3	4	38	4	24	1	17	6	40	19	198	3	19	19	8	1	48	2	4
M00598_54_000000000-ABCWN_1_1103_19382_2559|gene_16S	10	14	5	83	49	57	6	44	69	63	125	82	1	21	28	86	31	93	21	49	23	31	45	70	10	25	58	11
M00598_54_000000000-ABCWN_1_1101_20460_18978|gene_16S	0	0	136	1	20	115	71	0	0	0	1	3	142	27	145	24	0	4	52	4	7	9	0	2	0	12	0	11
M00598_54_000000000-ABCWN_1_1105_13410_17919|gene_16S	0	7	79	59	41	183	220	2	16	2	16	137	216	72	37	15	14	178	102	335	11	141	18	38	1	227	2	6
M00598_54_000000000-ABCWN_1_1101_16113_4676|gene_16S	1	48	26	258	8	30	211	1	1	0	11	172	29	44	136	4	9	49	114	84	6	22	1	5	0	64	0	0
M00598_54_000000000-ABCWN_1_1102_14979_18464|gene_16S	76	40	24	73	84	20	32	72	126	57	101	68	14	78	42	68	28	82	39	123	13	61	54	94	42	69	32	36
M00598_54_000000000-ABCWN_1_1102_23713_15519|gene_16S	66	106	3	44	32	6	0	72	274	293	397	18	0	57	6	42	45	73	0	17	5	82	40	49	37	5	56	68
M00598_54_000000000-ABCWN_1_1102_8386_16955|gene_16S	27	0	0	48	0	0	0	119	18	56	11	0	0	1	0	38	0	7	0	10	0	7	7	28	17	0	1	0
M00598_54_000000000-ABCWN_1_1105_22477_2805|gene_16S	0	4	22	0	2	15	44	0	0	0	0	0	39	0	110	0	0	4	130	0	1	1	1	0	0	4	0	1
M00598_54_000000000-ABCWN_1_1109_11968_14699|gene_16S	39	35	17	11	40	28	30	35	104	46	152	14	22	122	89	33	111	58	40	6	34	35	75	10	5	17	72	98
M00598_54_000000000-ABCWN_1_1106_18822_18525|gene_16S	0	0	3	0	0	11	149	0	0	0	0	1	43	12	69	2	0	3	48	7	4	4	0	0	0	21	0	0
M00598_54_000000000-ABCWN_1_1106_24848_8469|gene_16S	0	3	44	7	31	47	125	0	35	7	23	40	52	27	72	8	7	28	104	52	10	41	14	58	0	35	7	11
M00598_54_000000000-ABCWN_1_1111_17830_12361|gene_16S	91	72	28	189	32	32	32	40	63	75	30	24	40	57	16	64	66	106	62	50	19	142	66	269	162	57	15	28
M00598_54_000000000-ABCWN_1_1101_13976_12144|gene_16S	0	0	118	1	5	79	42	2	0	0	1	6	84	16	24	14	0	28	90	32	4	15	1	0	0	86	0	0
M00598_54_000000000-ABCWN_1_1102_20134_17220|gene_16S	1	32	50	17	110	221	134	3	0	0	15	54	258	51	48	15	32	117	153	263	19	123	5	12	0	59	5	13
M00598_54_000000000-ABCWN_1_1108_23341_19316|gene_16S	0	1	66	16	33	81	1	0	5	10	15	13	17	107	58	18	15	35	58	0	10	7	25	4	0	40	22	29
M00598_54_000000000-ABCWN_1_1101_8284_9660|gene_16S	0	0	2	2	0	227	0	0	0	0	0	6	0	0	0	88	0	0	2	0	0	0	0	82	2	0	0	0
M00598_54_000000000-ABCWN_1_2118_21266_8736|gene_16S	2	3	3	75	0	75	0	6	0	35	70	15	0	19	9	12	0	15	0	1	16	10	10	196	26	16	4	0
M00598_54_000000000-ABCWN_1_1104_22593_15331|gene_16S	0	6	20	6	5	7	4	1	0	1	0	15	32	9	24	2	1	86	15	36	1	53	0	0	0	93	1	1
M00598_54_000000000-ABCWN_1_1106_11716_17427|gene_16S	0	26	30	51	48	62	7	7	8	18	14	82	16	43	26	42	31	166	117	32	18	50	16	14	2	71	15	4
M00598_54_000000000-ABCWN_1_1101_10069_5009|gene_16S	1	0	163	3	27	26	5	1	0	0	1	13	71	47	4	7	4	56	84	42	3	56	3	0	0	51	1	26
M00598_54_000000000-ABCWN_1_1103_7706_14453|gene_16S	29	0	50	80	26	75	0	8	135	162	73	14	22	10	9	50	9	11	51	11	8	54	45	103	49	33	29	4
M00598_54_000000000-ABCWN_1_1103_11463_5539|gene_16S	0	11	46	23	9	56	128	23	4	0	0	78	67	34	41	6	6	19	141	236	0	42	2	32	0	28	0	1
M00598_54_000000000-ABCWN_1_1108_15669_1134|gene_16S	0	0	1	19	0	3	92	6	1	1	0	37	22	16	8	2	1	23	52	120	1	31	0	18	0	9	0	0
M00598_54_000000000-ABCWN_1_1102_9160_9667|gene_16S	1	0	43	18	56	49	21	2	34	26	26	27	26	39	13	24	5	30	51	68	4	28	21	61	17	33	19	1
M00598_54_000000000-ABCWN_1_1105_18473_15271|gene_16S	0	0	47	33	20	111	49	1	22	68	8	65	32	19	67	67	38	18	26	34	10	32	86	42	8	18	16	12
M00598_54_000000000-ABCWN_1_1114_14720_7920|gene_16S	0	1	21	15	0	186	91	0	0	1	0	68	151	4	0	4	0	37	45	74	1	39	0	22	0	11	0	0
M00598_54_000000000-ABCWN_1_1104_13501_3149|gene_16S	7	7	6	34	50	8	0	4	227	203	20	2	1	13	4	47	8	7	3	8	7	66	12	149	17	22	19	5
M00598_54_000000000-ABCWN_1_1104_17382_17779|gene_16S	2	11	12	6	29	12	76	19	37	60	12	9	22	48	40	32	13	46	106	120	3	78	13	49	0	24	4	2
M00598_54_000000000-ABCWN_1_1110_8184_10054|gene_16S	74	97	17	97	113	30	48	149	191	83	385	80	2	64	49	120	45	106	44	117	26	69	54	82	34	36	33	23
M00598_54_000000000-ABCWN_1_1101_11563_5147|gene_16S	0	0	0	0	0	4	87	0	0	0	0	0	295	0	45	0	0	34	17	18	0	39	0	7	0	5	0	0
M00598_54_000000000-ABCWN_1_1112_16525_16233|gene_16S	87	21	0	80	29	2	0	117	57	95	93	19	0	11	0	47	15	40	0	19	18	19	20	78	68	5	5	9
M00598_54_000000000-ABCWN_1_1101_9090_10581|gene_16S	27	16	9	39	22	7	4	2	208	7	38	6	7	15	22	17	35	25	23	17	26	71	73	121	24	28	35	12
M00598_54_000000000-ABCWN_1_1101_25381_7452|gene_16S	12	0	0	36	0	0	0	86	8	258	4	0	0	0	0	9	0	3	0	3	0	3	7	121	74	0	7	0
M00598_54_000000000-ABCWN_1_1107_11831_23643|gene_16S	4	7	3	9	28	20	1	0	77	4	5	4	8	99	2	11	14	11	10	18	5	9	9	4	1	8	6	22
M00598_54_000000000-ABCWN_1_2106_19514_3109|gene_16S	0	9	16	57	25	71	3	0	53	10	92	31	1	28	18	45	4	23	26	1	13	10	51	52	11	12	29	0
M00598_54_000000000-ABCWN_1_1106_12637_19080|gene_16S	63	32	30	42	32	122	0	38	48	39	104	3	4	39	15	66	18	26	65	26	17	44	29	77	75	11	44	32
M00598_54_000000000-ABCWN_1_1101_12217_23352|gene_16S	3	2	14	32	18	0	6	15	23	17	1	28	22	19	0	17	6	94	8	97	1	62	5	17	2	47	4	9
M00598_54_000000000-ABCWN_1_1103_20577_8121|gene_16S	5	30	7	14	14	2	0	0	201	12	60	6	0	27	7	16	39	12	7	1	3	25	61	3	1	3	31	40
M00598_54_000000000-ABCWN_1_2106_12907_14100|gene_16S	10	127	1	43	38	20	0	12	68	47	158	22	0	27	2	34	24	20	4	10	1	12	31	14	9	9	50	24
M00598_54_000000000-ABCWN_1_1101_13759_5306|gene_16S	7	27	2	39	56	1	5	22	78	36	62	16	0	39	12	27	12	26	14	26	14	24	26	13	3	9	43	18
M00598_54_000000000-ABCWN_1_1119_11228_19276|gene_16S	0	1	50	0	19	7	175	2	9	0	9	11	43	32	169	9	8	21	102	53	2	34	10	1	0	55	1	0
M00598_54_000000000-ABCWN_1_1104_26105_21800|gene_16S	0	0	36	8	13	136	3	5	0	0	3	48	37	24	7	3	9	21	91	73	2	22	3	6	0	27	0	2
